id,judet,total_someri,total_femei,total_barbati,indemnizati,neindemnizati,rata_somaj,rata_somaj_femei,rata_somaj_barbati,total_urban,femei_urban,barbati_urban,total_rural,femei_rural,barbati_rural,fara_studii,invatamant_primar,invatamant_gimnazial,invatamant_liceal,invatamant_post,invatamant_profesional,invatamant_universitar,sub_25,25_29,30_39,40_49,50_55,peste_55,month,year
674, NEAMT,5782,2645,3137,1447,4335,2.46,2.56,2.38,1588,915,673,5681,2525,3156,866,1894,1345,650,95,725,207,763,379,1316,1507,935,882,4,2020
675, OLT,7269,3440,3829,2586,4683,4.01,4.16,3.88,1989,1132,857,6584,2696,3888,796,934,2037,1207,106,1912,277,672,315,1280,2161,1458,1383,4,2020
676, PRAHOVA,8573,3828,4745,1820,6753,5.3,5.15,5.43,2790,1642,1148,4433,2120,2313,1937,702,2740,1521,69,1494,110,560,320,1315,2605,1856,1917,4,2020
677, SALAJ,7223,3762,3461,3397,3826,2.47,3.04,2.05,914,541,373,3430,1392,2038,542,1067,1922,1607,123,1476,486,473,291,1313,2252,1671,1223,4,2020
678, Satu M.,4344,1933,2411,1156,3188,4.24,4.31,4.18,967,533,434,3205,1385,1820,295,1103,1202,982,56,524,182,490,302,976,1171,764,641,4,2020
679, SIBIU,4172,1918,2254,783,3389,2.85,2.87,2.83,1504,780,724,2583,1121,1462,666,1463,1154,424,29,336,100,479,256,990,1229,550,668,4,2020
680, SUCEAVA,4087,1901,2186,1498,2589,2.08,2.19,2,2900,1466,1434,7380,3058,4322,404,1084,930,697,65,584,323,435,281,798,1121,690,762,4,2020
681, TELEORMAN,10280,4524,5756,3541,6739,4.44,4.3,4.55,2142,1116,1026,6666,2703,3963,538,1800,3278,1987,168,2140,369,1194,670,2073,2897,1625,1821,4,2020
682, TIMIS,8808,3819,4989,1633,7175,6.13,5.43,6.81,1360,782,578,1403,724,679,404,1032,4706,1004,42,1523,97,666,436,1623,2483,1792,1808,4,2020
683, TULCEA,2763,1506,1257,1766,997,0.79,0.99,0.63,858,505,353,1857,884,973,305,215,504,661,61,595,422,168,135,511,811,567,571,4,2020
684, VALCEA,2715,1389,1326,915,1800,3.3,3.64,3.01,1845,1080,765,3122,1451,1671,0,421,1219,581,0,424,70,292,170,451,763,600,439,4,2020
685, VASLUI,4967,2531,2436,2422,2545,3.11,3.59,2.74,1271,701,570,7150,2752,4398,116,477,1390,1401,131,1089,363,299,211,879,1512,1204,862,4,2020
686, VRANCEA,8421,3453,4968,1217,7204,6.25,5.39,7.04,1033,564,469,3744,1575,2169,291,1376,3135,879,53,2612,75,289,208,1061,2907,1858,2098,4,2020
687,BUCURESTI,4777,2139,2638,1037,3740,3.52,3.4,3.61,15186,8030,7156,0,0,0,275,1167,1785,781,75,560,134,381,222,792,1318,990,1074,4,2020
688,Total TARA ,251944,119111,132833,73667,178277,2.9,3,2.81,83707,46147,37560,168237,72964,95273,22788,43672,74951,49615,3429,42537,14952,19642,13431,47643,73135,49403,48690,4,2020
689, ALBA,4968,2356,2612,2327,2641,2.95,3.04,2.88,1946,1024,922,3022,1332,1690,186,863,1415,1137,87,962,318,306,302,1022,1424,972,942,5,2020
690, ARAD,2478,1344,1134,1365,1113,1.16,1.4,0.96,1090,620,470,1388,724,664,297,264,613,605,57,354,288,215,144,404,713,531,471,5,2020
691, ARGES,8079,4053,4026,3462,4617,3.11,3.3,2.94,1933,1178,755,6146,2875,3271,532,1540,2478,1559,122,1380,468,508,445,1600,2379,1703,1444,5,2020
692, BACAU,10857,4588,6269,2417,8440,5.12,5.03,5.19,2629,912,1717,8228,3676,4552,1701,739,3403,2708,103,1840,363,843,576,1767,2891,2283,2497,5,2020
693, BIHOR,4316,2556,1760,2820,1496,1.63,2.11,1.22,1644,1033,611,2672,1523,1149,215,621,993,1157,90,721,519,284,257,939,1384,827,625,5,2020
694, BISTRITA NASAUD,3295,1723,1572,1738,1557,2.55,3.02,2.18,1247,769,478,2048,954,1094,171,224,1018,1014,62,611,195,332,169,662,834,673,625,5,2020
695, BOTOSANI,3156,1462,1694,916,2240,2.31,2.23,2.4,1209,644,565,1947,818,1129,180,1025,766,557,52,467,109,179,123,488,921,632,813,5,2020
696, BRAILA,4475,1929,2546,804,3671,3.64,3.48,3.77,1291,696,595,3184,1233,1951,741,1080,1526,419,59,485,165,380,195,781,1288,750,1081,5,2020
697, BRASOV,5477,2525,2952,1528,3949,2.08,2.29,1.94,1898,1046,852,3579,1479,2100,979,1181,1311,844,76,637,449,499,342,1208,1448,995,985,5,2020
698, BUZAU,11242,4578,6664,1628,9614,6.55,5.74,7.25,2059,1045,1014,9183,3533,5650,2221,2328,3712,1161,70,1606,144,660,444,1944,3388,2195,2611,5,2020
699, CALARASI,2829,1401,1428,635,2194,3.12,3.16,3.07,743,380,363,2086,1021,1065,326,684,910,432,30,383,64,254,111,604,759,516,585,5,2020
700, CARAS-SEVERIN,2984,1372,1612,1283,1701,2.79,2.96,2.67,1459,690,769,1525,682,843,463,317,558,881,59,467,239,289,160,523,843,594,575,5,2020
701, CLUJ,4786,2600,2186,2104,2682,1.31,1.61,1.07,2218,1395,823,2568,1205,1363,628,427,1088,1250,116,796,481,385,277,1049,1441,909,725,5,2020
702, CONSTANTA,6458,4007,2451,3387,3071,2.21,3.19,1.47,3425,2406,1019,3033,1601,1432,763,443,1725,1810,89,1119,509,418,282,1141,1802,1397,1418,5,2020
703, COVASNA,2880,1329,1551,604,2276,3.37,3.36,3.38,866,451,415,2014,878,1136,478,1042,644,353,36,275,52,434,209,629,804,384,420,5,2020
704, DAMBOVITA,6035,2852,3183,1010,5025,3.14,3.49,2.88,1053,537,516,4982,2315,2667,614,833,1913,1289,99,955,332,494,312,1103,1541,1208,1377,5,2020
705, DOLJ,18140,7876,10264,2996,15144,6.82,6.64,6.96,3199,1826,1373,14941,6050,8891,840,5950,4864,3737,159,2080,510,1621,1061,3620,5427,3513,2898,5,2020
706, GALATI,10350,4501,5849,1837,8513,5.44,5.19,5.66,2021,1162,859,8329,3339,4990,1050,1945,4152,1185,103,1555,360,568,352,1530,3267,2293,2340,5,2020
707, GIURGIU,1763,959,804,555,1208,2.17,2.53,1.85,451,287,164,1312,672,640,233,286,638,376,20,148,62,208,59,292,450,368,386,5,2020
708, GORJ,4069,2040,2029,1810,2259,3,3.31,2.74,1318,798,520,2751,1242,1509,223,222,1125,1231,117,798,353,270,166,743,1165,818,907,5,2020
709, HARGHITA,5087,2370,2717,1570,3517,3.78,4,3.6,1549,823,726,3538,1547,1991,1242,1173,1006,794,77,606,189,615,345,1219,1383,778,747,5,2020
710, HUNEDOARA,6220,3450,2770,3379,2841,3.61,4.2,3.07,4368,2510,1858,1852,940,912,305,476,1594,1935,101,1254,555,578,543,1197,1682,1310,910,5,2020
711, IALOMITA,3782,1756,2026,1018,2764,4.04,4.09,4,1182,649,533,2600,1107,1493,241,920,1267,642,36,611,65,289,158,660,1097,740,838,5,2020
712, IASI,7909,3558,4351,1145,6764,2.67,2.61,2.72,1312,715,597,6597,2843,3754,552,1539,2674,636,69,2095,344,570,208,1129,2217,1660,2125,5,2020
713, ILFOV,657,387,270,325,332,0.33,0.45,0.24,216,127,89,441,260,181,77,194,124,128,8,64,62,75,27,126,203,117,109,5,2020
714, MARAMURES,4216,2045,2171,1354,2862,2.1,2.22,2,2246,1149,1097,1970,896,1074,74,1263,788,979,108,722,282,572,276,924,1066,740,638,5,2020
715, MEHEDINTI,6069,2676,3393,1405,4664,5.85,5.48,6.18,1449,754,695,4620,1922,2698,0,1212,2725,1150,47,819,116,451,284,1340,2102,918,974,5,2020
716, MURES,15186,8030,7156,3027,12159,1.28,1.36,1.2,1339,734,605,4443,1911,2532,21,146,2574,5264,304,2733,4144,184,1408,3621,4479,3019,2475,5,2020
717, NEAMT,5782,2645,3137,1447,4335,2.46,2.56,2.38,1588,915,673,5681,2525,3156,866,1894,1345,650,95,725,207,763,379,1316,1507,935,882,5,2020
718, OLT,7269,3440,3829,2586,4683,4.01,4.16,3.88,1989,1132,857,6584,2696,3888,796,934,2037,1207,106,1912,277,672,315,1280,2161,1458,1383,5,2020
719, PRAHOVA,8573,3828,4745,1820,6753,5.3,5.15,5.43,2790,1642,1148,4433,2120,2313,1937,702,2740,1521,69,1494,110,560,320,1315,2605,1856,1917,5,2020
720, SALAJ,7223,3762,3461,3397,3826,2.47,3.04,2.05,914,541,373,3430,1392,2038,542,1067,1922,1607,123,1476,486,473,291,1313,2252,1671,1223,5,2020
721, Satu M.,4344,1933,2411,1156,3188,4.24,4.31,4.18,967,533,434,3205,1385,1820,295,1103,1202,982,56,524,182,490,302,976,1171,764,641,5,2020
722, SIBIU,4172,1918,2254,783,3389,2.85,2.87,2.83,1504,780,724,2583,1121,1462,666,1463,1154,424,29,336,100,479,256,990,1229,550,668,5,2020
723, SUCEAVA,4087,1901,2186,1498,2589,2.08,2.19,2,2900,1466,1434,7380,3058,4322,404,1084,930,697,65,584,323,435,281,798,1121,690,762,5,2020
724, TELEORMAN,10280,4524,5756,3541,6739,4.44,4.3,4.55,2142,1116,1026,6666,2703,3963,538,1800,3278,1987,168,2140,369,1194,670,2073,2897,1625,1821,5,2020
725, TIMIS,8808,3819,4989,1633,7175,6.13,5.43,6.81,1360,782,578,1403,724,679,404,1032,4706,1004,42,1523,97,666,436,1623,2483,1792,1808,5,2020
726, TULCEA,2763,1506,1257,1766,997,0.79,0.99,0.63,858,505,353,1857,884,973,305,215,504,661,61,595,422,168,135,511,811,567,571,5,2020
727, VALCEA,2715,1389,1326,915,1800,3.3,3.64,3.01,1845,1080,765,3122,1451,1671,0,421,1219,581,0,424,70,292,170,451,763,600,439,5,2020
728, VASLUI,4967,2531,2436,2422,2545,3.11,3.59,2.74,1271,701,570,7150,2752,4398,116,477,1390,1401,131,1089,363,299,211,879,1512,1204,862,5,2020
729, VRANCEA,8421,3453,4968,1217,7204,6.25,5.39,7.04,1033,564,469,3744,1575,2169,291,1376,3135,879,53,2612,75,289,208,1061,2907,1858,2098,5,2020
730,BUCURESTI,4777,2139,2638,1037,3740,3.52,3.4,3.61,15186,8030,7156,0,0,0,275,1167,1785,781,75,560,134,381,222,792,1318,990,1074,5,2020
731,Total TARA ,251944,119111,132833,73667,178277,2.9,3,2.81,83707,46147,37560,168237,72964,95273,22788,43672,74951,49615,3429,42537,14952,19642,13431,47643,73135,49403,48690,5,2020
732, ALBA,5432,2549,2883,2628,2804,3.23,3.29,3.18,2120,1116,1004,3312,1433,1879,484,582,1546,1388,53,1030,349,437,332,1080,1562,1056,965,6,2020
733, ARAD,3327,1895,1432,2059,1268,1.55,1.98,1.21,1521,910,611,1806,985,821,283,283,827,938,96,549,351,325,171,577,993,687,574,6,2020
734, ARGES,9412,4883,4529,4209,5203,3.63,3.98,3.31,2346,1481,865,7066,3402,3664,588,1777,2825,1952,140,1585,545,660,543,1890,2813,1949,1557,6,2020
735, BACAU,10454,4324,6130,2361,8093,4.93,4.74,5.07,2701,930,1771,7753,3394,4359,2149,749,3500,1082,77,1009,1888,882,465,1657,2895,2129,2426,6,2020
736, BIHOR,4239,2566,1673,2994,1245,1.6,2.12,1.16,1720,1083,637,2519,1483,1036,155,440,979,1322,99,745,499,289,296,920,1345,842,547,6,2020
737, BISTRITA NASAUD,3307,1765,1542,1829,1478,2.56,3.1,2.14,1265,801,464,2042,964,1078,137,195,1037,791,56,624,467,311,177,662,858,674,625,6,2020
738, BOTOSANI,3421,1641,1780,967,2454,2.51,2.5,2.52,1350,728,622,2071,913,1158,189,1042,808,651,41,542,148,275,127,518,969,679,853,6,2020
739, BRAILA,4508,1961,2547,876,3632,3.67,3.54,3.77,1312,713,599,3196,1248,1948,760,1075,1534,426,54,490,169,379,198,764,1311,802,1054,6,2020
740, BRASOV,5812,2793,3019,1834,3978,2.21,2.53,1.98,2235,1272,963,3577,1521,2056,932,1141,1336,1088,80,699,536,636,332,1257,1512,1073,1002,6,2020
741, BUZAU,11506,4725,6781,1679,9827,6.7,5.92,7.38,2124,1057,1067,9382,3668,5714,2293,2345,3756,1249,59,1609,195,758,451,1940,3400,2274,2683,6,2020
742, CALARASI,3183,1615,1568,692,2491,3.51,3.65,3.37,862,458,404,2321,1157,1164,344,786,1032,454,33,375,159,265,121,653,889,606,649,6,2020
743, CARAS-SEVERIN,3319,1532,1787,1406,1913,3.11,3.3,2.96,1568,741,827,1751,791,960,480,309,697,813,82,510,428,357,191,558,893,669,651,6,2020
744, CLUJ,5514,3085,2429,2640,2874,1.51,1.92,1.18,2691,1680,1011,2823,1405,1418,552,535,1313,1310,152,957,695,322,302,1242,1588,1200,860,6,2020
745, CONSTANTA,6497,3592,2905,2277,4220,2.22,2.86,1.74,3310,2060,1250,3187,1532,1655,818,519,1240,2010,90,1010,810,1171,296,1112,1531,1143,1244,6,2020
746, COVASNA,3263,1572,1691,810,2453,3.82,3.98,3.68,1105,606,499,2158,966,1192,517,1082,713,469,48,370,64,499,234,705,904,464,457,6,2020
747, DAMBOVITA,6179,2916,3263,1414,4765,3.22,3.57,2.96,1154,616,538,5025,2300,2725,614,835,2006,1244,94,1035,351,538,310,1104,1640,1273,1314,6,2020
748, DOLJ,18996,8234,10762,3120,15876,7.14,6.94,7.3,3423,1940,1483,15573,6294,9279,860,6142,4982,3841,150,2450,571,1733,1113,3621,5440,3666,3423,6,2020
749, GALATI,10768,4730,6038,1931,8837,5.66,5.45,5.84,2228,1280,948,8540,3450,5090,1072,1999,4246,1338,105,1580,428,742,374,1578,3272,2344,2458,6,2020
750, GIURGIU,1944,1050,894,591,1353,2.39,2.77,2.06,510,308,202,1434,742,692,239,280,666,508,16,162,73,315,69,310,440,401,409,6,2020
751, GORJ,4270,2111,2159,1826,2444,3.14,3.42,2.91,1435,841,594,2835,1270,1565,224,213,1187,1240,164,790,452,325,202,732,1205,878,928,6,2020
752, HARGHITA,5244,2451,2793,1590,3654,3.89,4.13,3.7,1616,856,760,3628,1595,2033,1247,1171,1025,911,67,617,206,708,354,1229,1390,812,751,6,2020
753, HUNEDOARA,6380,3635,2745,3703,2677,3.7,4.43,3.05,4447,2637,1810,1933,998,935,305,388,1594,2053,98,1429,513,449,539,1374,1798,1310,910,6,2020
754, IALOMITA,4060,1896,2164,979,3081,4.34,4.42,4.28,1253,694,559,2807,1202,1605,272,1001,1474,597,44,605,67,330,194,687,1129,794,926,6,2020
755, IASI,8446,3910,4536,1513,6933,2.85,2.87,2.84,1577,881,696,6869,3029,3840,572,1569,2778,786,64,2236,441,477,248,1248,2441,1788,2244,6,2020
756, ILFOV,677,377,300,339,338,0.34,0.44,0.26,216,127,89,461,250,211,85,158,118,176,7,73,60,130,29,132,176,121,89,6,2020
757, MARAMURES,4536,2186,2350,1560,2976,2.26,2.37,2.17,2591,1299,1292,1945,887,1058,69,1260,750,1267,115,730,345,847,283,843,1167,806,590,6,2020
758, MEHEDINTI,6328,2809,3519,1490,4838,6.1,5.76,6.41,1671,887,784,4657,1922,2735,0,1254,2815,1230,88,828,113,496,356,1340,2081,957,1098,6,2020
759, MURES,15241,8077,7164,3764,11477,1.28,1.37,1.2,1437,808,629,4083,1772,2311,25,143,2562,5253,302,2756,4200,218,1502,3622,4428,3012,2459,6,2020
760, NEAMT,5520,2580,2940,1625,3895,2.35,2.49,2.23,1537,893,644,4749,2162,2587,757,1587,1274,809,70,751,272,747,353,1210,1433,934,843,6,2020
761, OLT,6286,3055,3231,2244,4042,3.47,3.69,3.27,2068,1202,866,6605,2753,3852,656,707,1755,1037,95,1631,405,523,269,1078,1813,1342,1261,6,2020
762, PRAHOVA,8673,3955,4718,1765,6908,5.36,5.32,5.4,3109,1784,1325,4779,2351,2428,1891,693,2747,1369,126,1391,456,747,301,1242,2560,1885,1938,6,2020
763, SALAJ,7888,4135,3753,3754,4134,2.69,3.34,2.22,1004,600,404,3552,1461,2091,530,1058,2060,1854,130,1598,658,558,322,1411,2394,1897,1306,6,2020
764, Satu M.,4556,2061,2495,1222,3334,4.44,4.6,4.32,1017,530,487,3642,1639,2003,312,1134,1207,1063,58,568,214,574,305,997,1211,790,679,6,2020
765, SIBIU,4659,2169,2490,910,3749,3.18,3.24,3.13,1744,933,811,2565,1153,1412,635,1647,1339,490,22,365,161,558,310,1118,1370,599,704,6,2020
766, SUCEAVA,4309,2086,2223,1918,2391,2.2,2.4,2.03,3346,1739,1607,7389,3243,4146,364,945,986,750,81,694,489,454,275,864,1201,778,737,6,2020
767, TELEORMAN,10735,4982,5753,3865,6870,4.64,4.74,4.55,2098,1128,970,6467,2696,3771,506,1714,3274,2273,137,2086,745,1516,665,2055,2904,1724,1871,6,2020
768, TIMIS,8565,3824,4741,1625,6940,5.96,5.44,6.47,1620,988,632,1600,833,767,394,980,4422,1091,98,1370,210,728,441,1497,2359,1747,1793,6,2020
769, TULCEA,3220,1821,1399,2071,1149,0.92,1.19,0.7,863,504,359,1855,880,975,197,204,621,1016,96,598,488,250,193,596,926,629,626,6,2020
770, VALCEA,2718,1384,1334,788,1930,3.31,3.62,3.03,1996,1128,868,3305,1554,1751,0,447,1155,578,0,411,127,364,135,481,769,579,390,6,2020
771, VASLUI,5301,2682,2619,2301,3000,3.32,3.8,2.94,1281,716,565,5691,2281,3410,126,518,1416,1573,153,1074,441,552,222,847,1532,1239,909,6,2020
772, VRANCEA,6972,2997,3975,1271,5701,5.18,4.68,5.63,1112,629,483,3890,1667,2223,228,1177,2596,619,51,2030,271,342,204,1099,2277,1571,1479,6,2020
773,BUCURESTI,5002,2296,2706,1039,3963,3.68,3.65,3.71,15241,8077,7164,0,0,0,284,1196,1819,636,73,579,415,474,228,830,1329,1074,1067,6,2020
774,Total TARA ,260667,124907,135760,79479,181188,3,3.15,2.87,89824,49661,40163,170843,75246,95597,23145,43280,76017,51545,3664,42541,20475,23261,14032,48680,74148,51197,49349,6,2020
775, ALBA,5672,2736,2936,2834,2838,3.37,3.53,3.24,2318,1236,1082,3354,1500,1854,455,514,1480,1673,63,1087,400,706,329,1073,1561,1058,945,7,2020
776, ARAD,4558,2586,1972,2545,2013,2.13,2.7,1.67,2185,1275,910,2373,1311,1062,323,320,975,1734,98,711,397,1012,226,702,1143,817,658,7,2020
777, ARGES,10383,5470,4913,4714,5669,4,4.45,3.59,2656,1683,973,7727,3787,3940,637,1785,3020,2420,158,1777,586,1063,585,1983,3016,2124,1612,7,2020
778, BACAU,10966,4637,6329,2467,8499,5.17,5.08,5.24,2867,1010,1857,8099,3627,4472,2112,948,3500,1141,89,1110,2066,1493,495,1622,2804,2127,2425,7,2020
779, BIHOR,5187,3095,2092,3204,1983,1.95,2.55,1.45,2083,1294,789,3104,1801,1303,187,606,1077,1801,97,801,618,797,341,1033,1432,936,648,7,2020
780, BISTRITA NASAUD,3828,2139,1689,2158,1670,2.97,3.75,2.35,1431,882,549,2397,1257,1140,136,188,1138,1316,65,766,219,541,214,715,965,731,662,7,2020
781, BOTOSANI,4021,1981,2040,1094,2927,2.95,3.02,2.89,1611,867,744,2410,1114,1296,193,1042,876,1038,60,647,165,664,143,558,1017,751,888,7,2020
782, BRAILA,4653,2033,2620,871,3782,3.78,3.67,3.88,1359,743,616,3294,1290,2004,778,1077,1557,515,57,503,166,498,208,775,1303,806,1063,7,2020
783, BRASOV,6362,3079,3283,2102,4260,2.42,2.79,2.15,2604,1449,1155,3758,1630,2128,975,1117,1395,1415,91,826,543,939,358,1285,1580,1148,1052,7,2020
784, BUZAU,12293,5203,7090,1853,10440,7.16,6.52,7.71,2465,1278,1187,9828,3925,5903,2304,2335,3804,1849,66,1765,170,1374,457,1967,3452,2338,2705,7,2020
785, CALARASI,3740,1930,1810,850,2890,4.12,4.36,3.89,1135,609,526,2605,1321,1284,343,773,1156,805,39,474,150,571,142,717,967,667,676,7,2020
786, CARAS-SEVERIN,3865,1767,2098,1436,2429,3.62,3.81,3.47,1730,816,914,2135,951,1184,574,383,775,1263,74,561,235,611,205,597,983,722,747,7,2020
787, CLUJ,6240,3540,2700,3072,3168,1.7,2.2,1.32,3132,1918,1214,3108,1622,1486,552,566,1383,1611,177,1256,695,334,302,1242,1813,1658,891,7,2020
788, CONSTANTA,6872,3756,3116,2200,4672,2.35,2.99,1.87,3516,2131,1385,3356,1625,1731,756,776,1249,2778,77,700,536,1639,292,1094,1476,1141,1230,7,2020
789, COVASNA,3870,1953,1917,1094,2776,4.53,4.94,4.18,1415,782,633,2455,1171,1284,521,1099,820,828,50,464,88,798,269,792,995,527,489,7,2020
790, DAMBOVITA,6167,2984,3183,1478,4689,3.21,3.65,2.88,1153,643,510,5014,2341,2673,582,640,1903,1568,92,1012,370,878,333,1020,1526,1195,1215,7,2020
791, DOLJ,19131,8387,10744,3117,16014,7.19,7.07,7.28,3549,2030,1519,15582,6357,9225,854,6167,4968,4301,379,2071,391,2084,999,3285,5395,3697,3671,7,2020
792, GALATI,11726,5273,6453,2018,9708,6.17,6.07,6.24,2696,1542,1154,9030,3731,5299,1105,2015,4316,1995,114,1771,410,1557,381,1600,3313,2374,2501,7,2020
793, GIURGIU,2226,1213,1013,647,1579,2.74,3.2,2.33,629,376,253,1597,837,760,245,285,712,721,16,177,70,528,76,312,469,418,423,7,2020
794, GORJ,5073,2493,2580,1956,3117,3.74,4.04,3.48,1740,984,756,3333,1509,1824,269,211,1278,1886,184,882,363,792,233,827,1251,957,1013,7,2020
795, HARGHITA,5730,2809,2921,1858,3872,4.25,4.74,3.87,1912,1035,877,3818,1774,2044,1069,1236,971,1388,75,761,230,1168,354,1230,1398,795,785,7,2020
796, HUNEDOARA,6435,3695,2740,3686,2749,3.74,4.5,3.04,4598,2743,1855,1837,952,885,305,397,1540,2295,119,1194,585,765,360,1008,1960,1496,846,7,2020
797, IALOMITA,4351,2049,2302,1004,3347,4.65,4.78,4.55,1439,761,678,2912,1288,1624,270,1014,1356,949,48,637,77,579,189,668,1161,802,952,7,2020
798, IASI,9037,4304,4733,1769,7268,3.05,3.16,2.96,1825,1013,812,7212,3291,3921,564,1580,2847,1108,82,2351,505,751,240,1284,2568,1881,2313,7,2020
799, ILFOV,851,490,361,391,460,0.42,0.57,0.31,252,147,105,599,343,256,91,143,126,342,7,81,61,279,33,135,188,126,90,7,2020
800, MARAMURES,5312,2618,2694,1761,3551,2.65,2.84,2.48,3292,1688,1604,2020,930,1090,58,1209,763,2031,117,770,364,1437,388,907,1203,816,561,7,2020
801, MEHEDINTI,6695,3050,3645,1596,5099,6.46,6.25,6.64,1859,1012,847,4836,2038,2798,0,1326,2979,1286,89,876,139,542,422,1401,2143,1020,1167,7,2020
802, MURES,15290,8167,7123,4410,10880,1.29,1.38,1.19,1782,1005,777,4285,1982,2303,25,144,2570,5161,302,2839,4249,367,1420,3686,4387,3023,2407,7,2020
803, NEAMT,6067,2987,3080,1920,4147,2.58,2.89,2.34,1803,1021,782,6141,2789,3352,719,1545,1227,1340,75,848,313,1181,344,1208,1501,1002,831,7,2020
804, OLT,7944,3810,4134,2234,5710,4.38,4.61,4.19,2309,1336,973,6979,2938,4041,865,1018,2240,1544,100,1870,307,1019,299,1275,2137,1580,1634,7,2020
805, PRAHOVA,9288,4274,5014,1867,7421,5.74,5.74,5.74,3506,2008,1498,5383,2752,2631,1936,736,2773,2191,149,1461,42,1218,320,1254,2578,1932,1986,7,2020
806, SALAJ,8889,4760,4129,4116,4773,3.03,3.84,2.44,1270,724,546,3805,1595,2210,547,1072,2167,2418,140,1804,741,1160,346,1471,2537,2014,1361,7,2020
807, Satu M.,5075,2319,2756,1371,3704,4.95,5.18,4.78,1111,574,537,3749,1700,2049,326,1131,1228,1520,63,609,198,961,311,1023,1256,807,717,7,2020
808, SIBIU,4860,2274,2586,901,3959,3.32,3.4,3.25,2347,1269,1078,2852,1341,1511,658,1691,1361,588,23,388,151,672,314,1128,1387,636,723,7,2020
809, SUCEAVA,5199,2610,2589,2565,2634,2.65,3,2.37,3723,1958,1765,7840,3573,4267,372,970,1115,1263,94,949,436,701,309,995,1420,943,831,7,2020
810, TELEORMAN,11563,5531,6032,3998,7565,4.99,5.26,4.77,2155,1186,969,6681,2818,3863,437,1569,3071,3489,147,2269,581,2695,644,1924,2823,1653,1824,7,2020
811, TIMIS,8836,4004,4832,1685,7151,6.15,5.7,6.59,1920,1113,807,1800,967,833,402,974,4618,1330,95,1354,63,1064,419,1454,2326,1762,1811,7,2020
812, TULCEA,3720,2080,1640,2232,1488,1.06,1.36,0.82,921,539,382,1871,884,987,198,106,759,1396,99,641,521,594,201,611,946,704,664,7,2020
813, VALCEA,2792,1423,1369,779,2013,3.4,3.73,3.11,2243,1226,1017,3673,1758,1915,0,433,1107,757,0,416,79,457,193,462,694,576,410,7,2020
814, VASLUI,5916,2984,2932,2442,3474,3.71,4.23,3.29,1426,798,628,6372,2585,3787,125,489,1428,2215,158,1119,382,1110,229,844,1541,1239,953,7,2020
815, VRANCEA,7798,3383,4415,1283,6515,5.79,5.28,6.25,1231,671,560,4227,1813,2414,240,1257,2815,1112,62,2228,84,674,239,1151,2389,1732,1613,7,2020
816,BUCURESTI,5458,2484,2974,1052,4406,4.02,3.95,4.07,15290,8167,7123,0,0,0,303,1255,1851,1215,72,592,170,814,242,856,1354,1091,1101,7,2020
817,Total TARA ,283939,138360,145579,86630,197309,3.27,3.49,3.08,100488,55542,44946,183451,82818,100633,23411,44142,78294,69596,4162,45418,18916,39087,14404,49174,76358,53822,51094,7,2020
818, ALBA,5590,2738,2852,2992,2598,3.32,3.53,3.14,2320,1265,1055,3270,1473,1797,430,479,1442,1707,62,1071,399,762,321,1028,1538,1039,902,8,2020
819, ARAD,4798,2782,2016,2867,1931,2.24,2.9,1.7,2243,1313,930,2555,1469,1086,349,337,1018,1813,101,718,462,1058,231,721,1206,884,698,8,2020
820, ARGES,10508,5499,5009,4793,5715,4.05,4.48,3.66,2686,1699,987,7822,3800,4022,649,1859,3012,2411,167,1812,598,1093,602,1987,3003,2167,1656,8,2020
821, BACAU,10881,4703,6178,2835,8046,5.13,5.16,5.11,3025,1333,1692,7856,3370,4486,1778,1172,3098,3212,128,1194,299,1647,477,1539,2611,2008,2599,8,2020
822, BIHOR,5349,3216,2133,3393,1956,2.01,2.65,1.48,2101,1333,768,3248,1883,1365,200,663,1139,1778,100,830,639,855,344,1047,1466,956,681,8,2020
823, BISTRITA NASAUD,3998,2271,1727,2259,1739,3.1,3.98,2.4,1516,917,599,2482,1354,1128,125,172,1177,1425,78,748,273,686,231,713,975,719,674,8,2020
824, BOTOSANI,3991,1987,2004,1245,2746,2.93,3.02,2.83,1577,862,715,2414,1125,1289,196,1020,857,1027,52,648,191,656,148,544,1008,742,893,8,2020
825, BRAILA,4901,2156,2745,997,3904,3.98,3.89,4.06,1474,831,643,3427,1325,2102,793,1122,1599,583,57,561,186,590,218,793,1365,847,1088,8,2020
826, BRASOV,6581,3226,3355,2287,4294,2.5,2.92,2.2,2796,1550,1246,3785,1676,2109,974,1116,1378,1607,96,813,597,1048,373,1301,1595,1170,1094,8,2020
827, BUZAU,12280,5241,7039,2183,10097,7.15,6.57,7.66,2473,1293,1180,9807,3948,5859,2274,2315,3793,1845,73,1792,188,1377,467,1980,3436,2367,2653,8,2020
828, CALARASI,3765,1985,1780,1036,2729,4.15,4.48,3.83,1130,621,509,2635,1364,1271,358,789,1167,801,39,456,155,555,138,732,967,679,694,8,2020
829, CARAS-SEVERIN,3915,1824,2091,1658,2257,3.67,3.93,3.46,1801,872,929,2114,952,1162,551,379,790,1296,91,562,246,667,208,579,982,720,759,8,2020
830, CLUJ,6652,3728,2924,3251,3401,1.82,2.32,1.43,3132,1918,1214,3520,1810,1710,587,617,1468,1772,180,1326,702,443,309,1286,1932,1784,898,8,2020
