id,judet,total_someri,total_femei,total_barbati,indemnizati,neindemnizati,rata_somaj,rata_somaj_femei,rata_somaj_barbati,total_urban,femei_urban,barbati_urban,total_rural,femei_rural,barbati_rural,fara_studii,invatamant_primar,invatamant_gimnazial,invatamant_liceal,invatamant_post,invatamant_profesional,invatamant_universitar,sub_25,25_29,30_39,40_49,50_55,peste_55,month,year
413, MARAMURES,5528.00,2852.00,2676.00,1328.00,4200.00,3.01,3.05,2.98,2529.00,1394.00,1135.00,2999.00,1458.00,1541.00,117.00,1832.00,851.00,1522.00,137.00,652.00,417.00,1646.00,312.00,781.00,1164.00,912.00,713.00,10.00,2019.00
414, MEHEDINTI,6786.00,2926.00,3860.00,990.00,5796.00,3.01,3.05,2.98,1646.00,785.00,861.00,5140.00,2141.00,2999.00,0.00,1471.00,3255.00,1088.00,60.00,804.00,108.00,551.00,172.00,1551.00,2385.00,971.00,1156.00,10.00,2019.00
415, MURES,15394.00,8225.00,7169.00,1874.00,13520.00,3.01,3.05,2.98,1183.00,669.00,514.00,5065.00,2163.00,2902.00,25.00,135.00,2645.00,5248.00,283.00,2773.00,4285.00,302.00,1204.00,3760.00,4565.00,2985.00,2578.00,10.00,2019.00
416, NEAMT,6248.00,2832.00,3416.00,979.00,5269.00,3.01,3.05,2.98,1218.00,626.00,592.00,6149.00,2621.00,3528.00,1103.00,2143.00,1394.00,625.00,74.00,668.00,241.00,1159.00,435.00,1354.00,1581.00,819.00,900.00,10.00,2019.00
417, OLT,7367.00,3247.00,4120.00,1336.00,6031.00,3.01,3.05,2.98,1886.00,1016.00,870.00,6852.00,2822.00,4030.00,958.00,1144.00,2261.00,1045.00,94.00,1610.00,255.00,1063.00,320.00,1168.00,1979.00,1340.00,1497.00,10.00,2019.00
418, PRAHOVA,8738.00,3838.00,4900.00,1140.00,7598.00,3.01,3.05,2.98,2368.00,1273.00,1095.00,4546.00,2116.00,2430.00,1776.00,726.00,2784.00,1853.00,69.00,1388.00,142.00,1138.00,314.00,1204.00,2480.00,1691.00,1911.00,10.00,2019.00
419, SALAJ,6914.00,3389.00,3525.00,2274.00,4640.00,3.01,3.05,2.98,904.00,520.00,384.00,3282.00,1328.00,1954.00,650.00,1305.00,1819.00,1455.00,108.00,1130.00,447.00,981.00,251.00,1145.00,1951.00,1359.00,1227.00,10.00,2019.00
420, SATU MARE,4186.00,1848.00,2338.00,790.00,3396.00,3.01,3.05,2.98,685.00,358.00,327.00,2761.00,1210.00,1551.00,272.00,1063.00,1021.00,1102.00,58.00,459.00,211.00,831.00,297.00,877.00,955.00,615.00,611.00,10.00,2019.00
421, SIBIU,3446.00,1568.00,1878.00,379.00,3067.00,3.01,3.05,2.98,1152.00,601.00,551.00,2247.00,1052.00,1195.00,388.00,1648.00,856.00,255.00,17.00,193.00,89.00,498.00,228.00,817.00,940.00,461.00,502.00,10.00,2019.00
422, SUCEAVA,3399.00,1653.00,1746.00,909.00,2490.00,3.01,3.05,2.98,3072.00,1641.00,1431.00,8121.00,3643.00,4478.00,358.00,942.00,802.00,601.00,41.00,396.00,259.00,535.00,206.00,601.00,845.00,551.00,661.00,10.00,2019.00
423, TELEORMAN,11193.00,5284.00,5909.00,2776.00,8417.00,3.01,3.05,2.98,2132.00,1048.00,1084.00,6946.00,2832.00,4114.00,475.00,2239.00,2778.00,3187.00,191.00,1968.00,355.00,2939.00,613.00,1841.00,2596.00,1427.00,1777.00,10.00,2019.00
424, TIMIS,9078.00,3880.00,5198.00,1276.00,7802.00,3.01,3.05,2.98,1389.00,814.00,575.00,1536.00,821.00,715.00,378.00,1052.00,4825.00,1443.00,35.00,1237.00,108.00,1152.00,468.00,1607.00,2379.00,1719.00,1753.00,10.00,2019.00
425, TULCEA,2925.00,1635.00,1290.00,1676.00,1249.00,3.01,3.05,2.98,737.00,419.00,318.00,1917.00,922.00,995.00,317.00,140.00,581.00,952.00,54.00,434.00,447.00,516.00,150.00,468.00,754.00,559.00,478.00,10.00,2019.00
426, VALCEA,2654.00,1341.00,1313.00,545.00,2109.00,3.01,3.05,2.98,1901.00,1005.00,896.00,3288.00,1559.00,1729.00,0.00,437.00,1256.00,554.00,0.00,347.00,60.00,484.00,138.00,443.00,651.00,506.00,432.00,10.00,2019.00
427, VASLUI,5189.00,2564.00,2625.00,1758.00,3431.00,3.01,3.05,2.98,1271.00,685.00,586.00,8642.00,3457.00,5185.00,196.00,497.00,1321.00,1694.00,144.00,943.00,394.00,1002.00,214.00,805.00,1354.00,993.00,821.00,10.00,2019.00
428, VRANCEA,9913.00,4142.00,5771.00,972.00,8941.00,3.01,3.05,2.98,1131.00,590.00,541.00,4110.00,1778.00,2332.00,407.00,1870.00,3651.00,987.00,45.00,2881.00,72.00,650.00,292.00,1592.00,3320.00,1972.00,2087.00,10.00,2019.00
429,BUCURESTI,5241.00,2368.00,2873.00,774.00,4467.00,3.01,3.05,2.98,15394.00,8225.00,7169.00,0.00,0.00,0.00,355.00,1326.00,1723.00,1092.00,72.00,522.00,151.00,878.00,235.00,788.00,1277.00,934.00,1129.00,10.00,2019.00
430,Total TARA ,258737.00,121190.00,137547.00,51267.00,207470.00,3.01,3.05,2.98,80357.00,43207.00,37150.00,178380.00,77983.00,100397.00,24325.00,47651.00,74744.00,55643.00,3356.00,38340.00,14678.00,38635.00,12615.00,44464.00,68433.00,45417.00,49173.00,10.00,2019.00
431, ALBA,5194.00,2417.00,2777.00,1495.00,3699.00,3.09,3.12,3.06,1913.00,996.00,917.00,3281.00,1421.00,1860.00,650.00,761.00,1456.00,1126.00,55.00,841.00,305.00,786.00,317.00,1056.00,1331.00,837.00,867.00,11.00,2019.00
432, ARAD,3211.00,1693.00,1518.00,815.00,2396.00,3.09,3.12,3.06,1416.00,773.00,643.00,1795.00,920.00,875.00,299.00,670.00,262.00,1102.00,39.00,640.00,199.00,1252.00,108.00,290.00,596.00,457.00,508.00,11.00,2019.00
433, ARGES,7731.00,3586.00,4145.00,2059.00,5672.00,3.09,3.12,3.06,1381.00,750.00,631.00,6350.00,2836.00,3514.00,648.00,1788.00,2355.00,1379.00,100.00,1109.00,352.00,925.00,416.00,1482.00,2078.00,1444.00,1386.00,11.00,2019.00
434, BACAU,10743.00,4434.00,6309.00,1636.00,9107.00,3.09,3.12,3.06,2383.00,907.00,1476.00,8360.00,3527.00,4833.00,1670.00,1304.00,832.00,2710.00,230.00,3644.00,353.00,1200.00,536.00,1742.00,2820.00,2006.00,2439.00,11.00,2019.00
435, BIHOR,3652.00,2001.00,1651.00,1724.00,1928.00,3.09,3.12,3.06,1256.00,745.00,511.00,2396.00,1256.00,1140.00,204.00,600.00,779.00,1048.00,82.00,484.00,455.00,531.00,191.00,626.00,951.00,715.00,638.00,11.00,2019.00
436, BISTRITA-NASAUD,3225.00,1717.00,1508.00,1390.00,1835.00,3.09,3.12,3.06,1042.00,614.00,428.00,2183.00,1103.00,1080.00,186.00,290.00,802.00,968.00,72.00,711.00,196.00,540.00,188.00,603.00,712.00,579.00,603.00,11.00,2019.00
437, BOTOSANI,3521.00,1625.00,1896.00,830.00,2691.00,3.09,3.12,3.06,1236.00,631.00,605.00,2285.00,994.00,1291.00,177.00,949.00,920.00,689.00,70.00,572.00,144.00,505.00,116.00,478.00,959.00,653.00,810.00,11.00,2019.00
438, BRAILA,4286.00,1751.00,2535.00,522.00,3764.00,3.09,3.12,3.06,1091.00,536.00,555.00,3195.00,1215.00,1980.00,703.00,1079.00,1487.00,390.00,48.00,437.00,142.00,479.00,218.00,748.00,1202.00,648.00,991.00,11.00,2019.00
439, BRASOV,5540.00,2547.00,2993.00,955.00,4585.00,3.09,3.12,3.06,1721.00,954.00,767.00,3819.00,1593.00,2226.00,1050.00,1239.00,1292.00,973.00,55.00,603.00,328.00,1022.00,330.00,1128.00,1298.00,852.00,910.00,11.00,2019.00
440, BUZAU,11343.00,4773.00,6570.00,1226.00,10117.00,3.09,3.12,3.06,2096.00,1087.00,1009.00,9247.00,3686.00,5561.00,2212.00,2328.00,3626.00,1433.00,71.00,1556.00,117.00,1173.00,455.00,1893.00,3253.00,2043.00,2526.00,11.00,2019.00
441, CALARASI,3246.00,1580.00,1666.00,497.00,2749.00,3.09,3.12,3.06,757.00,383.00,374.00,2489.00,1197.00,1292.00,359.00,832.00,440.00,586.00,25.00,953.00,51.00,465.00,131.00,645.00,833.00,548.00,624.00,11.00,2019.00
442, CARAS-SEVERIN,3369.00,1539.00,1830.00,1033.00,2336.00,3.09,3.12,3.06,1431.00,659.00,772.00,1938.00,880.00,1058.00,545.00,405.00,370.00,946.00,56.00,833.00,214.00,497.00,164.00,520.00,881.00,638.00,669.00,11.00,2019.00
443, CLUJ,4616.00,2478.00,2138.00,1382.00,3234.00,3.09,3.12,3.06,2113.00,1320.00,793.00,2503.00,1158.00,1345.00,832.00,655.00,957.00,932.00,120.00,666.00,454.00,655.00,270.00,861.00,1118.00,902.00,810.00,11.00,2019.00
444, CONSTANTA,7536.00,4671.00,2865.00,3342.00,4194.00,3.09,3.12,3.06,3828.00,2645.00,1183.00,3708.00,2026.00,1682.00,972.00,564.00,1723.00,2192.00,106.00,1520.00,459.00,1185.00,273.00,1178.00,1936.00,1447.00,1517.00,11.00,2019.00
445, COVASNA,2819.00,1318.00,1501.00,522.00,2297.00,3.09,3.12,3.06,887.00,454.00,433.00,1932.00,864.00,1068.00,429.00,945.00,570.00,536.00,29.00,238.00,72.00,734.00,195.00,536.00,648.00,324.00,382.00,11.00,2019.00
446, DAMBOVITA,6678.00,3230.00,3448.00,1047.00,5631.00,3.09,3.12,3.06,1100.00,576.00,524.00,5578.00,2654.00,2924.00,879.00,1054.00,1670.00,1401.00,138.00,1266.00,270.00,1740.00,256.00,856.00,1348.00,1030.00,1448.00,11.00,2019.00
447, DOLJ,17816.00,7501.00,10315.00,2145.00,15671.00,3.09,3.12,3.06,2677.00,1432.00,1245.00,15139.00,6069.00,9070.00,835.00,5877.00,4916.00,3767.00,123.00,1936.00,362.00,1777.00,915.00,3075.00,5142.00,3381.00,3526.00,11.00,2019.00
448, GALATI,10836.00,4731.00,6105.00,1348.00,9488.00,3.09,3.12,3.06,2114.00,1138.00,976.00,8722.00,3593.00,5129.00,1027.00,1997.00,4190.00,1665.00,114.00,1446.00,397.00,1359.00,375.00,1511.00,3122.00,2116.00,2353.00,11.00,2019.00
449, GIURGIU,1683.00,911.00,772.00,442.00,1241.00,3.09,3.12,3.06,439.00,257.00,182.00,1244.00,654.00,590.00,219.00,263.00,574.00,441.00,15.00,122.00,49.00,335.00,53.00,241.00,354.00,328.00,372.00,11.00,2019.00
450, GORJ,4725.00,2272.00,2453.00,1536.00,3189.00,3.09,3.12,3.06,1429.00,784.00,645.00,3296.00,1488.00,1808.00,292.00,267.00,865.00,1296.00,134.00,1539.00,332.00,671.00,175.00,738.00,1217.00,837.00,1087.00,11.00,2019.00
451, HARGHITA,5120.00,2322.00,2798.00,1189.00,3931.00,3.09,3.12,3.06,1562.00,817.00,745.00,3558.00,1505.00,2053.00,1256.00,1224.00,931.00,907.00,81.00,520.00,201.00,1046.00,331.00,1114.00,1251.00,702.00,676.00,11.00,2019.00
452, HUNEDOARA,5183.00,2771.00,2412.00,2408.00,2775.00,3.09,3.12,3.06,3465.00,1930.00,1535.00,1718.00,841.00,877.00,380.00,410.00,1306.00,1459.00,118.00,981.00,529.00,655.00,390.00,888.00,1368.00,1007.00,875.00,11.00,2019.00
453, IALOMITA,4094.00,1867.00,2227.00,806.00,3288.00,3.09,3.12,3.06,1213.00,600.00,613.00,2881.00,1267.00,1614.00,320.00,969.00,1379.00,685.00,44.00,632.00,65.00,448.00,164.00,693.00,1096.00,756.00,937.00,11.00,2019.00
454, IASI,8242.00,3723.00,4519.00,949.00,7293.00,3.09,3.12,3.06,1325.00,711.00,614.00,6917.00,3012.00,3905.00,564.00,1539.00,2605.00,957.00,81.00,2159.00,337.00,1240.00,196.00,1098.00,2130.00,1518.00,2060.00,11.00,2019.00
455, ILFOV,817.00,464.00,353.00,309.00,508.00,3.09,3.12,3.06,234.00,138.00,96.00,583.00,326.00,257.00,101.00,221.00,146.00,207.00,7.00,65.00,70.00,184.00,39.00,131.00,210.00,121.00,132.00,11.00,2019.00
456, MARAMURES,5611.00,2824.00,2787.00,1358.00,4253.00,3.09,3.12,3.06,2547.00,1337.00,1210.00,3064.00,1487.00,1577.00,121.00,1934.00,837.00,1527.00,145.00,673.00,374.00,1597.00,296.00,805.00,1359.00,892.00,662.00,11.00,2019.00
457, MEHEDINTI,6917.00,2989.00,3928.00,1060.00,5857.00,3.09,3.12,3.06,1601.00,796.00,805.00,5316.00,2193.00,3123.00,0.00,1488.00,3296.00,1126.00,63.00,825.00,119.00,574.00,193.00,1571.00,2406.00,991.00,1182.00,11.00,2019.00
458, MURES,15300.00,8175.00,7125.00,1804.00,13496.00,3.09,3.12,3.06,1221.00,674.00,547.00,5135.00,2193.00,2942.00,25.00,137.00,2640.00,5220.00,287.00,2718.00,4273.00,258.00,1180.00,3751.00,4534.00,2992.00,2585.00,11.00,2019.00
459, NEAMT,6356.00,2867.00,3489.00,1007.00,5349.00,3.09,3.12,3.06,1259.00,627.00,632.00,6023.00,2563.00,3460.00,1080.00,2254.00,1384.00,679.00,65.00,661.00,233.00,1154.00,460.00,1401.00,1603.00,830.00,908.00,11.00,2019.00
460, OLT,7282.00,3190.00,4092.00,1447.00,5835.00,3.09,3.12,3.06,1873.00,951.00,922.00,6793.00,2761.00,4032.00,957.00,1092.00,2161.00,1035.00,114.00,1668.00,255.00,1046.00,310.00,1160.00,1927.00,1353.00,1486.00,11.00,2019.00
461, PRAHOVA,8666.00,3712.00,4954.00,1276.00,7390.00,3.09,3.12,3.06,2538.00,1380.00,1158.00,4647.00,2152.00,2495.00,1760.00,741.00,2746.00,1821.00,68.00,1453.00,77.00,1084.00,308.00,1178.00,2486.00,1691.00,1919.00,11.00,2019.00
462, SALAJ,7185.00,3532.00,3653.00,2549.00,4636.00,3.09,3.12,3.06,911.00,517.00,394.00,3363.00,1354.00,2009.00,638.00,1278.00,1851.00,1525.00,111.00,1351.00,431.00,921.00,253.00,1156.00,2071.00,1514.00,1270.00,11.00,2019.00
463, SATU MARE,4274.00,1871.00,2403.00,826.00,3448.00,3.09,3.12,3.06,677.00,358.00,319.00,2801.00,1227.00,1574.00,295.00,1077.00,710.00,1037.00,57.00,852.00,246.00,823.00,313.00,901.00,975.00,637.00,625.00,11.00,2019.00
464, SIBIU,3478.00,1585.00,1893.00,375.00,3103.00,3.09,3.12,3.06,1107.00,575.00,532.00,2315.00,1050.00,1265.00,407.00,1700.00,859.00,237.00,14.00,177.00,84.00,481.00,231.00,831.00,965.00,482.00,488.00,11.00,2019.00
465, SUCEAVA,3422.00,1625.00,1797.00,886.00,2536.00,3.09,3.12,3.06,3068.00,1613.00,1455.00,8121.00,3623.00,4498.00,368.00,995.00,806.00,573.00,38.00,415.00,227.00,540.00,210.00,598.00,875.00,539.00,660.00,11.00,2019.00
466, TELEORMAN,11189.00,5236.00,5953.00,2956.00,8233.00,3.09,3.12,3.06,2168.00,1078.00,1090.00,6820.00,2789.00,4031.00,455.00,2220.00,2135.00,3056.00,183.00,2717.00,423.00,2901.00,603.00,1846.00,2623.00,1438.00,1778.00,11.00,2019.00
467, TIMIS,8988.00,3867.00,5121.00,1282.00,7706.00,3.09,3.12,3.06,1333.00,767.00,566.00,1499.00,788.00,711.00,388.00,1064.00,4707.00,1424.00,44.00,1318.00,43.00,1102.00,479.00,1524.00,2334.00,1718.00,1831.00,11.00,2019.00
468, TULCEA,2832.00,1555.00,1277.00,1524.00,1308.00,3.09,3.12,3.06,774.00,451.00,323.00,2041.00,962.00,1079.00,304.00,118.00,378.00,768.00,72.00,734.00,458.00,361.00,178.00,515.00,789.00,517.00,472.00,11.00,2019.00
469, VALCEA,2815.00,1413.00,1402.00,662.00,2153.00,3.09,3.12,3.06,1731.00,924.00,807.00,3157.00,1493.00,1664.00,0.00,458.00,933.00,465.00,0.00,915.00,44.00,958.00,148.00,447.00,670.00,383.00,209.00,11.00,2019.00
470, VASLUI,4888.00,2417.00,2471.00,1761.00,3127.00,3.09,3.12,3.06,1250.00,648.00,602.00,8618.00,3445.00,5173.00,137.00,533.00,857.00,1401.00,160.00,1458.00,342.00,875.00,196.00,783.00,1267.00,975.00,792.00,11.00,2019.00
471, VRANCEA,9868.00,4093.00,5775.00,1014.00,8854.00,3.09,3.12,3.06,1088.00,554.00,534.00,4003.00,1700.00,2303.00,398.00,1875.00,3636.00,937.00,49.00,2918.00,55.00,657.00,295.00,1579.00,3292.00,1975.00,2070.00,11.00,2019.00
472,BUCURESTI,5091.00,2254.00,2837.00,770.00,4321.00,3.09,3.12,3.06,15300.00,8175.00,7125.00,0.00,0.00,0.00,338.00,1306.00,822.00,959.00,76.00,1440.00,150.00,791.00,228.00,766.00,1257.00,944.00,1105.00,11.00,2019.00
473,Total TARA ,259388.00,121127.00,138261.00,54164.00,205224.00,3.09,3.12,3.06,80555.00,43262.00,37293.00,178833.00,77865.00,100968.00,24480.00,48500.00,67211.00,53585.00,3559.00,47766.00,14287.00,37527.00,12683.00,44943.00,69287.00,45760.00,49188.00,11.00,2019.00
474, ALBA,5218.00,2400.00,2818.00,1602.00,3616.00,3.10,3.10,3.11,1935.00,993.00,942.00,3283.00,1407.00,1876.00,653.00,761.00,1471.00,1128.00,59.00,848.00,298.00,745.00,309.00,1082.00,1368.00,844.00,870.00,12.00,2019.00
475, ARAD,2610.00,1340.00,1270.00,832.00,1778.00,1.22,1.40,1.07,1041.00,545.00,496.00,1569.00,795.00,774.00,248.00,537.00,532.00,769.00,40.00,288.00,196.00,677.00,109.00,281.00,576.00,461.00,506.00,12.00,2019.00
476, ARGES,7749.00,3609.00,4140.00,2146.00,5603.00,2.98,2.94,3.03,1357.00,753.00,604.00,6392.00,2856.00,3536.00,667.00,1802.00,2398.00,1324.00,101.00,1118.00,339.00,858.00,413.00,1500.00,2135.00,1441.00,1402.00,12.00,2019.00
477, BACAU,11023.00,4496.00,6527.00,1778.00,9245.00,5.20,4.93,5.40,2428.00,911.00,1517.00,8595.00,3585.00,5010.00,1858.00,1211.00,3454.00,2549.00,143.00,1538.00,270.00,1221.00,775.00,1666.00,2737.00,2277.00,2347.00,12.00,2019.00
478, BIHOR,3690.00,2058.00,1632.00,1908.00,1782.00,1.39,1.70,1.13,1233.00,742.00,491.00,2457.00,1316.00,1141.00,207.00,657.00,832.00,993.00,78.00,504.00,419.00,483.00,191.00,660.00,1034.00,699.00,623.00,12.00,2019.00
479, BISTRITA-NASAUD,3329.00,1700.00,1629.00,1563.00,1766.00,2.58,2.98,2.26,1043.00,609.00,434.00,2286.00,1091.00,1195.00,191.00,295.00,1014.00,991.00,68.00,581.00,189.00,541.00,180.00,614.00,756.00,615.00,623.00,12.00,2019.00
480, BOTOSANI,3571.00,1538.00,2033.00,954.00,2617.00,2.62,2.34,2.88,1229.00,587.00,642.00,2342.00,951.00,1391.00,195.00,997.00,948.00,665.00,58.00,583.00,125.00,436.00,119.00,496.00,975.00,687.00,858.00,12.00,2019.00
481, BRAILA,4334.00,1748.00,2586.00,649.00,3685.00,3.52,3.16,3.83,1096.00,528.00,568.00,3238.00,1220.00,2018.00,705.00,1098.00,1505.00,372.00,57.00,456.00,141.00,442.00,213.00,759.00,1242.00,667.00,1011.00,12.00,2019.00
482, BRASOV,5233.00,2328.00,2905.00,972.00,4261.00,1.99,2.11,1.90,1473.00,783.00,690.00,3760.00,1545.00,2215.00,1041.00,1260.00,1293.00,708.00,45.00,581.00,305.00,732.00,330.00,1122.00,1273.00,858.00,918.00,12.00,2019.00
483, BUZAU,11296.00,4634.00,6662.00,1375.00,9921.00,6.58,5.81,7.25,2065.00,1047.00,1018.00,9231.00,3587.00,5644.00,2195.00,2334.00,3647.00,1357.00,68.00,1584.00,111.00,993.00,454.00,1895.00,3315.00,2070.00,2569.00,12.00,2019.00
484, CALARASI,3242.00,1551.00,1691.00,557.00,2685.00,3.57,3.50,3.64,740.00,366.00,374.00,2502.00,1185.00,1317.00,360.00,833.00,1012.00,590.00,36.00,360.00,51.00,431.00,132.00,642.00,854.00,567.00,616.00,12.00,2019.00
485, CARAS-SEVERIN,3345.00,1512.00,1833.00,1055.00,2290.00,3.13,3.26,3.03,1413.00,650.00,763.00,1932.00,862.00,1070.00,557.00,421.00,672.00,999.00,64.00,421.00,211.00,472.00,167.00,514.00,879.00,640.00,673.00,12.00,2019.00
486, CLUJ,4483.00,2392.00,2091.00,1476.00,3007.00,1.22,1.49,1.02,1946.00,1213.00,733.00,2537.00,1179.00,1358.00,776.00,428.00,973.00,992.00,107.00,753.00,454.00,607.00,261.00,884.00,1111.00,926.00,694.00,12.00,2019.00
487, CONSTANTA,7471.00,4697.00,2774.00,3556.00,3915.00,2.56,3.74,1.66,3795.00,2677.00,1118.00,3676.00,2020.00,1656.00,943.00,683.00,2028.00,2044.00,112.00,1195.00,466.00,854.00,282.00,1201.00,2026.00,1527.00,1581.00,12.00,2019.00
488, COVASNA,2852.00,1291.00,1561.00,540.00,2312.00,3.34,3.27,3.40,838.00,420.00,418.00,2014.00,871.00,1143.00,453.00,994.00,609.00,455.00,27.00,251.00,63.00,671.00,199.00,570.00,677.00,335.00,400.00,12.00,2019.00
489, DAMBOVITA,6624.00,3215.00,3409.00,1072.00,5552.00,3.45,3.94,3.09,1118.00,603.00,515.00,5506.00,2612.00,2894.00,951.00,1160.00,1818.00,1331.00,117.00,1011.00,236.00,1349.00,343.00,994.00,1467.00,1112.00,1359.00,12.00,2019.00
490, DOLJ,17945.00,7524.00,10421.00,2294.00,15651.00,6.74,6.34,7.07,2707.00,1420.00,1287.00,15238.00,6104.00,9134.00,836.00,5903.00,4956.00,3890.00,123.00,1889.00,348.00,1766.00,909.00,3095.00,5189.00,3430.00,3556.00,12.00,2019.00
491, GALATI,10578.00,4524.00,6054.00,1433.00,9145.00,5.56,5.21,5.85,1919.00,1023.00,896.00,8659.00,3501.00,5158.00,1054.00,2003.00,4195.00,1400.00,106.00,1468.00,352.00,1050.00,358.00,1504.00,3153.00,2142.00,2371.00,12.00,2019.00
492, GIURGIU,1645.00,870.00,775.00,441.00,1204.00,2.02,2.30,1.79,387.00,221.00,166.00,1258.00,649.00,609.00,229.00,277.00,582.00,363.00,17.00,129.00,48.00,276.00,51.00,250.00,358.00,321.00,389.00,12.00,2019.00
493, GORJ,4735.00,2244.00,2491.00,1599.00,3136.00,3.49,3.64,3.36,1432.00,772.00,660.00,3303.00,1472.00,1831.00,287.00,286.00,1384.00,1418.00,129.00,920.00,311.00,626.00,170.00,735.00,1253.00,858.00,1093.00,12.00,2019.00
494, HARGHITA,5146.00,2311.00,2835.00,1275.00,3871.00,3.82,3.90,3.76,1547.00,790.00,757.00,3599.00,1521.00,2078.00,1269.00,1228.00,963.00,865.00,80.00,550.00,191.00,970.00,341.00,1151.00,1280.00,723.00,681.00,12.00,2019.00
495, HUNEDOARA,5157.00,2714.00,2443.00,2368.00,2789.00,2.99,3.31,2.71,3374.00,1859.00,1515.00,1783.00,855.00,928.00,380.00,410.00,1306.00,1436.00,118.00,981.00,526.00,653.00,380.00,887.00,1355.00,1007.00,875.00,12.00,2019.00
496, IALOMITA,4231.00,1857.00,2374.00,992.00,3239.00,4.53,4.33,4.69,1232.00,604.00,628.00,2999.00,1253.00,1746.00,299.00,1018.00,1420.00,696.00,53.00,685.00,60.00,430.00,178.00,714.00,1152.00,804.00,953.00,12.00,2019.00
497, IASI,8035.00,3632.00,4403.00,962.00,7073.00,2.71,2.66,2.75,1245.00,663.00,582.00,6790.00,2969.00,3821.00,546.00,1502.00,2598.00,887.00,74.00,2107.00,321.00,1150.00,175.00,1077.00,2095.00,1507.00,2031.00,12.00,2019.00
498, ILFOV,776.00,444.00,332.00,324.00,452.00,0.39,0.51,0.29,228.00,139.00,89.00,548.00,305.00,243.00,101.00,207.00,138.00,188.00,7.00,63.00,72.00,148.00,37.00,127.00,222.00,120.00,122.00,12.00,2019.00
499, MARAMURES,5185.00,2555.00,2630.00,1374.00,3811.00,2.58,2.77,2.42,2531.00,1325.00,1206.00,2654.00,1230.00,1424.00,125.00,1818.00,760.00,1270.00,142.00,726.00,344.00,1280.00,269.00,791.00,1299.00,843.00,703.00,12.00,2019.00
500, MEHEDINTI,6929.00,2981.00,3948.00,1118.00,5811.00,6.68,6.11,7.19,1554.00,776.00,778.00,5375.00,2205.00,3170.00,0.00,1478.00,3278.00,1155.00,63.00,836.00,119.00,568.00,199.00,1575.00,2408.00,997.00,1182.00,12.00,2019.00
501, MURES,15248.00,8120.00,7128.00,1784.00,13464.00,1.28,1.37,1.19,1219.00,653.00,566.00,5153.00,2179.00,2974.00,25.00,135.00,2645.00,5214.00,290.00,2701.00,4238.00,247.00,1185.00,3757.00,4509.00,2972.00,2578.00,12.00,2019.00
502, NEAMT,6372.00,2832.00,3540.00,1105.00,5267.00,2.71,2.74,2.69,1237.00,603.00,634.00,6109.00,2532.00,3577.00,1122.00,2266.00,1441.00,646.00,62.00,634.00,201.00,1072.00,445.00,1423.00,1650.00,893.00,889.00,12.00,2019.00
503, OLT,7346.00,3135.00,4211.00,1617.00,5729.00,4.05,3.79,4.27,2005.00,1063.00,942.00,6850.00,2791.00,4059.00,903.00,1142.00,2207.00,1033.00,104.00,1720.00,237.00,952.00,314.00,1157.00,2016.00,1390.00,1517.00,12.00,2019.00
504, PRAHOVA,8855.00,3854.00,5001.00,1685.00,7170.00,5.47,5.18,5.72,2471.00,1358.00,1113.00,4647.00,2163.00,2484.00,1854.00,742.00,2770.00,1899.00,80.00,1441.00,69.00,891.00,327.00,1268.00,2623.00,1796.00,1950.00,12.00,2019.00
505, SALAJ,7118.00,3521.00,3597.00,2678.00,4440.00,2.43,2.84,2.13,906.00,497.00,409.00,3433.00,1365.00,2068.00,619.00,1283.00,1882.00,1453.00,105.00,1354.00,422.00,847.00,248.00,1152.00,2109.00,1520.00,1242.00,12.00,2019.00
506, SATU MARE,4339.00,1862.00,2477.00,906.00,3433.00,4.23,4.16,4.29,702.00,358.00,344.00,2929.00,1241.00,1688.00,293.00,1153.00,1098.00,1040.00,75.00,488.00,192.00,783.00,323.00,918.00,1016.00,665.00,634.00,12.00,2019.00
507, SIBIU,3631.00,1599.00,2032.00,490.00,3141.00,2.48,2.39,2.55,1135.00,573.00,562.00,2321.00,1021.00,1300.00,411.00,1723.00,900.00,265.00,16.00,225.00,91.00,479.00,239.00,872.00,1027.00,509.00,505.00,12.00,2019.00
508, SUCEAVA,3456.00,1594.00,1862.00,959.00,2497.00,1.76,1.83,1.70,2995.00,1507.00,1488.00,8036.00,3424.00,4612.00,366.00,1001.00,835.00,560.00,45.00,426.00,223.00,512.00,222.00,608.00,904.00,554.00,656.00,12.00,2019.00
509, TELEORMAN,11031.00,4931.00,6100.00,3360.00,7671.00,4.76,4.69,4.83,2201.00,1085.00,1116.00,6624.00,2637.00,3987.00,922.00,1840.00,2945.00,2611.00,237.00,2103.00,373.00,2296.00,640.00,1949.00,2765.00,1557.00,1824.00,12.00,2019.00
510, TIMIS,8825.00,3722.00,5103.00,1389.00,7436.00,6.15,5.29,6.96,1311.00,745.00,566.00,1464.00,758.00,706.00,376.00,1052.00,4686.00,1470.00,48.00,1148.00,45.00,999.00,461.00,1472.00,2336.00,1728.00,1829.00,12.00,2019.00
511, TULCEA,2775.00,1503.00,1272.00,1475.00,1300.00,0.79,0.98,0.64,768.00,434.00,334.00,2138.00,963.00,1175.00,305.00,125.00,459.00,810.00,54.00,593.00,429.00,447.00,130.00,487.00,752.00,508.00,451.00,12.00,2019.00
